citation_id,answer_id,system_id,query_id,source_span_id,repo_id,owner_repo,path,line_start,line_end,source_file_sha256,evidence_text_sha256,citation_correct
v52x_D_v53e_0528_citation_001,v52x_D_v53e_0528,D,v53e_0528,v53e_0528_span_001,fastapi_fastapi,fastapi/fastapi,README.md,516,516,sha256:92d9831df4291afd3f34a16eee57ca67b946528c7114fbeb86082ec70e8df21e,sha256:4f66a86393795b78c7b09f1e5ca8d9944d64c46ec49658b437aad545fe84fd55,1
v52x_D_v53e_0529_citation_001,v52x_D_v53e_0529,D,v53e_0529,v53e_0529_span_001,psf_requests,psf/requests,README.md,3,3,sha256:2a9268c9be5f4dc9abe9105740be7c5234babc3dd2b25eb11ca376c538a0c67b,sha256:8eed1f967a514f14e8c3038298360dbb8e9de0b779b6c6720d1e380afc83a3e8,1
v52x_D_v53e_0530_citation_001,v52x_D_v53e_0530,D,v53e_0530,v53e_0530_span_001,psf_requests,psf/requests,README.md,60,60,sha256:2a9268c9be5f4dc9abe9105740be7c5234babc3dd2b25eb11ca376c538a0c67b,sha256:5c1e8a10267761beb8ef11111ffe6716eb6587b76ad3fbaed303b0841e556e8c,1
v52x_D_v53e_0531_citation_001,v52x_D_v53e_0531,D,v53e_0531,v53e_0531_span_001,django_django,django/django,README.rst,5,5,sha256:17c3550b268b902983fd4a4decd9a475bb8725c0941e016d29c6b7bf62273eab,sha256:950114d96d9099549a9b000a828593e2034276e3a3b1a40758d70dfab819739f,1
v52x_D_v53e_0532_citation_001,v52x_D_v53e_0532,D,v53e_0532,v53e_0532_span_001,fastapi_fastapi,fastapi/fastapi,README.md,74,74,sha256:92d9831df4291afd3f34a16eee57ca67b946528c7114fbeb86082ec70e8df21e,sha256:e1fce9a1da1bc39ed43242ea53afb5a48ba39eaf4d79015da805c40238626736,1
v52x_D_v53e_0533_citation_001,v52x_D_v53e_0533,D,v53e_0533,v53e_0533_span_001,fastapi_fastapi,fastapi/fastapi,README.md,516,516,sha256:92d9831df4291afd3f34a16eee57ca67b946528c7114fbeb86082ec70e8df21e,sha256:4f66a86393795b78c7b09f1e5ca8d9944d64c46ec49658b437aad545fe84fd55,1
v52x_D_v53e_0534_citation_001,v52x_D_v53e_0534,D,v53e_0534,v53e_0534_span_001,psf_requests,psf/requests,README.md,3,3,sha256:2a9268c9be5f4dc9abe9105740be7c5234babc3dd2b25eb11ca376c538a0c67b,sha256:8eed1f967a514f14e8c3038298360dbb8e9de0b779b6c6720d1e380afc83a3e8,1
v52x_D_v53e_0535_citation_001,v52x_D_v53e_0535,D,v53e_0535,v53e_0535_span_001,psf_requests,psf/requests,README.md,60,60,sha256:2a9268c9be5f4dc9abe9105740be7c5234babc3dd2b25eb11ca376c538a0c67b,sha256:5c1e8a10267761beb8ef11111ffe6716eb6587b76ad3fbaed303b0841e556e8c,1
v52x_D_v53e_0536_citation_001,v52x_D_v53e_0536,D,v53e_0536,v53e_0536_span_001,django_django,django/django,README.rst,5,5,sha256:17c3550b268b902983fd4a4decd9a475bb8725c0941e016d29c6b7bf62273eab,sha256:950114d96d9099549a9b000a828593e2034276e3a3b1a40758d70dfab819739f,1
v52x_D_v53e_0537_citation_001,v52x_D_v53e_0537,D,v53e_0537,v53e_0537_span_001,fastapi_fastapi,fastapi/fastapi,README.md,74,74,sha256:92d9831df4291afd3f34a16eee57ca67b946528c7114fbeb86082ec70e8df21e,sha256:e1fce9a1da1bc39ed43242ea53afb5a48ba39eaf4d79015da805c40238626736,1
v52x_D_v53e_0538_citation_001,v52x_D_v53e_0538,D,v53e_0538,v53e_0538_span_001,fastapi_fastapi,fastapi/fastapi,README.md,516,516,sha256:92d9831df4291afd3f34a16eee57ca67b946528c7114fbeb86082ec70e8df21e,sha256:4f66a86393795b78c7b09f1e5ca8d9944d64c46ec49658b437aad545fe84fd55,1
v52x_D_v53e_0539_citation_001,v52x_D_v53e_0539,D,v53e_0539,v53e_0539_span_001,psf_requests,psf/requests,README.md,3,3,sha256:2a9268c9be5f4dc9abe9105740be7c5234babc3dd2b25eb11ca376c538a0c67b,sha256:8eed1f967a514f14e8c3038298360dbb8e9de0b779b6c6720d1e380afc83a3e8,1
v52x_D_v53e_0540_citation_001,v52x_D_v53e_0540,D,v53e_0540,v53e_0540_span_001,psf_requests,psf/requests,README.md,60,60,sha256:2a9268c9be5f4dc9abe9105740be7c5234babc3dd2b25eb11ca376c538a0c67b,sha256:5c1e8a10267761beb8ef11111ffe6716eb6587b76ad3fbaed303b0841e556e8c,1
v52x_D_v53e_0541_citation_001,v52x_D_v53e_0541,D,v53e_0541,v53e_0541_span_001,django_django,django/django,README.rst,5,5,sha256:17c3550b268b902983fd4a4decd9a475bb8725c0941e016d29c6b7bf62273eab,sha256:950114d96d9099549a9b000a828593e2034276e3a3b1a40758d70dfab819739f,1
v52x_D_v53e_0542_citation_001,v52x_D_v53e_0542,D,v53e_0542,v53e_0542_span_001,fastapi_fastapi,fastapi/fastapi,README.md,74,74,sha256:92d9831df4291afd3f34a16eee57ca67b946528c7114fbeb86082ec70e8df21e,sha256:e1fce9a1da1bc39ed43242ea53afb5a48ba39eaf4d79015da805c40238626736,1
v52x_D_v53e_0543_citation_001,v52x_D_v53e_0543,D,v53e_0543,v53e_0543_span_001,fastapi_fastapi,fastapi/fastapi,README.md,516,516,sha256:92d9831df4291afd3f34a16eee57ca67b946528c7114fbeb86082ec70e8df21e,sha256:4f66a86393795b78c7b09f1e5ca8d9944d64c46ec49658b437aad545fe84fd55,1
v52x_D_v53e_0544_citation_001,v52x_D_v53e_0544,D,v53e_0544,v53e_0544_span_001,psf_requests,psf/requests,README.md,3,3,sha256:2a9268c9be5f4dc9abe9105740be7c5234babc3dd2b25eb11ca376c538a0c67b,sha256:8eed1f967a514f14e8c3038298360dbb8e9de0b779b6c6720d1e380afc83a3e8,1
v52x_D_v53e_0545_citation_001,v52x_D_v53e_0545,D,v53e_0545,v53e_0545_span_001,psf_requests,psf/requests,README.md,60,60,sha256:2a9268c9be5f4dc9abe9105740be7c5234babc3dd2b25eb11ca376c538a0c67b,sha256:5c1e8a10267761beb8ef11111ffe6716eb6587b76ad3fbaed303b0841e556e8c,1
v52x_D_v53e_0546_citation_001,v52x_D_v53e_0546,D,v53e_0546,v53e_0546_span_001,django_django,django/django,README.rst,5,5,sha256:17c3550b268b902983fd4a4decd9a475bb8725c0941e016d29c6b7bf62273eab,sha256:950114d96d9099549a9b000a828593e2034276e3a3b1a40758d70dfab819739f,1
v52x_D_v53e_0547_citation_001,v52x_D_v53e_0547,D,v53e_0547,v53e_0547_span_001,fastapi_fastapi,fastapi/fastapi,README.md,74,74,sha256:92d9831df4291afd3f34a16eee57ca67b946528c7114fbeb86082ec70e8df21e,sha256:e1fce9a1da1bc39ed43242ea53afb5a48ba39eaf4d79015da805c40238626736,1
v52x_D_v53e_0548_citation_001,v52x_D_v53e_0548,D,v53e_0548,v53e_0548_span_001,fastapi_fastapi,fastapi/fastapi,README.md,516,516,sha256:92d9831df4291afd3f34a16eee57ca67b946528c7114fbeb86082ec70e8df21e,sha256:4f66a86393795b78c7b09f1e5ca8d9944d64c46ec49658b437aad545fe84fd55,1
v52x_D_v53e_0549_citation_001,v52x_D_v53e_0549,D,v53e_0549,v53e_0549_span_001,psf_requests,psf/requests,README.md,3,3,sha256:2a9268c9be5f4dc9abe9105740be7c5234babc3dd2b25eb11ca376c538a0c67b,sha256:8eed1f967a514f14e8c3038298360dbb8e9de0b779b6c6720d1e380afc83a3e8,1
v52x_D_v53e_0550_citation_001,v52x_D_v53e_0550,D,v53e_0550,v53e_0550_span_001,psf_requests,psf/requests,README.md,60,60,sha256:2a9268c9be5f4dc9abe9105740be7c5234babc3dd2b25eb11ca376c538a0c67b,sha256:5c1e8a10267761beb8ef11111ffe6716eb6587b76ad3fbaed303b0841e556e8c,1
v52x_D_v53e_0551_citation_001,v52x_D_v53e_0551,D,v53e_0551,v53e_0551_span_001,django_django,django/django,README.rst,5,5,sha256:17c3550b268b902983fd4a4decd9a475bb8725c0941e016d29c6b7bf62273eab,sha256:950114d96d9099549a9b000a828593e2034276e3a3b1a40758d70dfab819739f,1
v52x_D_v53e_0552_citation_001,v52x_D_v53e_0552,D,v53e_0552,v53e_0552_span_001,fastapi_fastapi,fastapi/fastapi,README.md,74,74,sha256:92d9831df4291afd3f34a16eee57ca67b946528c7114fbeb86082ec70e8df21e,sha256:e1fce9a1da1bc39ed43242ea53afb5a48ba39eaf4d79015da805c40238626736,1
v52x_D_v53e_0553_citation_001,v52x_D_v53e_0553,D,v53e_0553,v53e_0553_span_001,fastapi_fastapi,fastapi/fastapi,README.md,516,516,sha256:92d9831df4291afd3f34a16eee57ca67b946528c7114fbeb86082ec70e8df21e,sha256:4f66a86393795b78c7b09f1e5ca8d9944d64c46ec49658b437aad545fe84fd55,1
v52x_D_v53e_0554_citation_001,v52x_D_v53e_0554,D,v53e_0554,v53e_0554_span_001,psf_requests,psf/requests,README.md,3,3,sha256:2a9268c9be5f4dc9abe9105740be7c5234babc3dd2b25eb11ca376c538a0c67b,sha256:8eed1f967a514f14e8c3038298360dbb8e9de0b779b6c6720d1e380afc83a3e8,1
v52x_D_v53e_0555_citation_001,v52x_D_v53e_0555,D,v53e_0555,v53e_0555_span_001,psf_requests,psf/requests,README.md,60,60,sha256:2a9268c9be5f4dc9abe9105740be7c5234babc3dd2b25eb11ca376c538a0c67b,sha256:5c1e8a10267761beb8ef11111ffe6716eb6587b76ad3fbaed303b0841e556e8c,1
v52x_D_v53e_0556_citation_001,v52x_D_v53e_0556,D,v53e_0556,v53e_0556_span_001,django_django,django/django,README.rst,5,5,sha256:17c3550b268b902983fd4a4decd9a475bb8725c0941e016d29c6b7bf62273eab,sha256:950114d96d9099549a9b000a828593e2034276e3a3b1a40758d70dfab819739f,1
v52x_D_v53e_0557_citation_001,v52x_D_v53e_0557,D,v53e_0557,v53e_0557_span_001,fastapi_fastapi,fastapi/fastapi,README.md,74,74,sha256:92d9831df4291afd3f34a16eee57ca67b946528c7114fbeb86082ec70e8df21e,sha256:e1fce9a1da1bc39ed43242ea53afb5a48ba39eaf4d79015da805c40238626736,1
v52x_D_v53e_0558_citation_001,v52x_D_v53e_0558,D,v53e_0558,v53e_0558_span_001,fastapi_fastapi,fastapi/fastapi,README.md,516,516,sha256:92d9831df4291afd3f34a16eee57ca67b946528c7114fbeb86082ec70e8df21e,sha256:4f66a86393795b78c7b09f1e5ca8d9944d64c46ec49658b437aad545fe84fd55,1
v52x_D_v53e_0559_citation_001,v52x_D_v53e_0559,D,v53e_0559,v53e_0559_span_001,psf_requests,psf/requests,README.md,3,3,sha256:2a9268c9be5f4dc9abe9105740be7c5234babc3dd2b25eb11ca376c538a0c67b,sha256:8eed1f967a514f14e8c3038298360dbb8e9de0b779b6c6720d1e380afc83a3e8,1
v52x_D_v53e_0560_citation_001,v52x_D_v53e_0560,D,v53e_0560,v53e_0560_span_001,psf_requests,psf/requests,README.md,60,60,sha256:2a9268c9be5f4dc9abe9105740be7c5234babc3dd2b25eb11ca376c538a0c67b,sha256:5c1e8a10267761beb8ef11111ffe6716eb6587b76ad3fbaed303b0841e556e8c,1
v52x_D_v53e_0561_citation_001,v52x_D_v53e_0561,D,v53e_0561,v53e_0561_span_001,django_django,django/django,README.rst,5,5,sha256:17c3550b268b902983fd4a4decd9a475bb8725c0941e016d29c6b7bf62273eab,sha256:950114d96d9099549a9b000a828593e2034276e3a3b1a40758d70dfab819739f,1
v52x_D_v53e_0562_citation_001,v52x_D_v53e_0562,D,v53e_0562,v53e_0562_span_001,fastapi_fastapi,fastapi/fastapi,README.md,74,74,sha256:92d9831df4291afd3f34a16eee57ca67b946528c7114fbeb86082ec70e8df21e,sha256:e1fce9a1da1bc39ed43242ea53afb5a48ba39eaf4d79015da805c40238626736,1
v52x_D_v53e_0563_citation_001,v52x_D_v53e_0563,D,v53e_0563,v53e_0563_span_001,fastapi_fastapi,fastapi/fastapi,README.md,516,516,sha256:92d9831df4291afd3f34a16eee57ca67b946528c7114fbeb86082ec70e8df21e,sha256:4f66a86393795b78c7b09f1e5ca8d9944d64c46ec49658b437aad545fe84fd55,1
v52x_D_v53e_0564_citation_001,v52x_D_v53e_0564,D,v53e_0564,v53e_0564_span_001,psf_requests,psf/requests,README.md,3,3,sha256:2a9268c9be5f4dc9abe9105740be7c5234babc3dd2b25eb11ca376c538a0c67b,sha256:8eed1f967a514f14e8c3038298360dbb8e9de0b779b6c6720d1e380afc83a3e8,1
v52x_D_v53e_0565_citation_001,v52x_D_v53e_0565,D,v53e_0565,v53e_0565_span_001,psf_requests,psf/requests,README.md,60,60,sha256:2a9268c9be5f4dc9abe9105740be7c5234babc3dd2b25eb11ca376c538a0c67b,sha256:5c1e8a10267761beb8ef11111ffe6716eb6587b76ad3fbaed303b0841e556e8c,1
v52x_D_v53e_0566_citation_001,v52x_D_v53e_0566,D,v53e_0566,v53e_0566_span_001,django_django,django/django,README.rst,5,5,sha256:17c3550b268b902983fd4a4decd9a475bb8725c0941e016d29c6b7bf62273eab,sha256:950114d96d9099549a9b000a828593e2034276e3a3b1a40758d70dfab819739f,1
v52x_D_v53e_0567_citation_001,v52x_D_v53e_0567,D,v53e_0567,v53e_0567_span_001,fastapi_fastapi,fastapi/fastapi,README.md,74,74,sha256:92d9831df4291afd3f34a16eee57ca67b946528c7114fbeb86082ec70e8df21e,sha256:e1fce9a1da1bc39ed43242ea53afb5a48ba39eaf4d79015da805c40238626736,1
v52x_D_v53e_0568_citation_001,v52x_D_v53e_0568,D,v53e_0568,v53e_0568_span_001,fastapi_fastapi,fastapi/fastapi,README.md,516,516,sha256:92d9831df4291afd3f34a16eee57ca67b946528c7114fbeb86082ec70e8df21e,sha256:4f66a86393795b78c7b09f1e5ca8d9944d64c46ec49658b437aad545fe84fd55,1
v52x_D_v53e_0569_citation_001,v52x_D_v53e_0569,D,v53e_0569,v53e_0569_span_001,psf_requests,psf/requests,README.md,3,3,sha256:2a9268c9be5f4dc9abe9105740be7c5234babc3dd2b25eb11ca376c538a0c67b,sha256:8eed1f967a514f14e8c3038298360dbb8e9de0b779b6c6720d1e380afc83a3e8,1
v52x_D_v53e_0570_citation_001,v52x_D_v53e_0570,D,v53e_0570,v53e_0570_span_001,psf_requests,psf/requests,README.md,60,60,sha256:2a9268c9be5f4dc9abe9105740be7c5234babc3dd2b25eb11ca376c538a0c67b,sha256:5c1e8a10267761beb8ef11111ffe6716eb6587b76ad3fbaed303b0841e556e8c,1
v52x_D_v53e_0571_citation_001,v52x_D_v53e_0571,D,v53e_0571,v53e_0571_span_001,django_django,django/django,README.rst,5,5,sha256:17c3550b268b902983fd4a4decd9a475bb8725c0941e016d29c6b7bf62273eab,sha256:950114d96d9099549a9b000a828593e2034276e3a3b1a40758d70dfab819739f,1
v52x_D_v53e_0572_citation_001,v52x_D_v53e_0572,D,v53e_0572,v53e_0572_span_001,fastapi_fastapi,fastapi/fastapi,README.md,74,74,sha256:92d9831df4291afd3f34a16eee57ca67b946528c7114fbeb86082ec70e8df21e,sha256:e1fce9a1da1bc39ed43242ea53afb5a48ba39eaf4d79015da805c40238626736,1
v52x_D_v53e_0573_citation_001,v52x_D_v53e_0573,D,v53e_0573,v53e_0573_span_001,fastapi_fastapi,fastapi/fastapi,README.md,516,516,sha256:92d9831df4291afd3f34a16eee57ca67b946528c7114fbeb86082ec70e8df21e,sha256:4f66a86393795b78c7b09f1e5ca8d9944d64c46ec49658b437aad545fe84fd55,1
v52x_D_v53e_0574_citation_001,v52x_D_v53e_0574,D,v53e_0574,v53e_0574_span_001,psf_requests,psf/requests,README.md,3,3,sha256:2a9268c9be5f4dc9abe9105740be7c5234babc3dd2b25eb11ca376c538a0c67b,sha256:8eed1f967a514f14e8c3038298360dbb8e9de0b779b6c6720d1e380afc83a3e8,1
v52x_D_v53e_0575_citation_001,v52x_D_v53e_0575,D,v53e_0575,v53e_0575_span_001,psf_requests,psf/requests,README.md,60,60,sha256:2a9268c9be5f4dc9abe9105740be7c5234babc3dd2b25eb11ca376c538a0c67b,sha256:5c1e8a10267761beb8ef11111ffe6716eb6587b76ad3fbaed303b0841e556e8c,1
v52x_D_v53e_0576_citation_001,v52x_D_v53e_0576,D,v53e_0576,v53e_0576_span_001,django_django,django/django,README.rst,5,5,sha256:17c3550b268b902983fd4a4decd9a475bb8725c0941e016d29c6b7bf62273eab,sha256:950114d96d9099549a9b000a828593e2034276e3a3b1a40758d70dfab819739f,1
v52x_D_v53e_0577_citation_001,v52x_D_v53e_0577,D,v53e_0577,v53e_0577_span_001,fastapi_fastapi,fastapi/fastapi,README.md,74,74,sha256:92d9831df4291afd3f34a16eee57ca67b946528c7114fbeb86082ec70e8df21e,sha256:e1fce9a1da1bc39ed43242ea53afb5a48ba39eaf4d79015da805c40238626736,1
v52x_D_v53e_0578_citation_001,v52x_D_v53e_0578,D,v53e_0578,v53e_0578_span_001,fastapi_fastapi,fastapi/fastapi,README.md,516,516,sha256:92d9831df4291afd3f34a16eee57ca67b946528c7114fbeb86082ec70e8df21e,sha256:4f66a86393795b78c7b09f1e5ca8d9944d64c46ec49658b437aad545fe84fd55,1
v52x_D_v53e_0579_citation_001,v52x_D_v53e_0579,D,v53e_0579,v53e_0579_span_001,psf_requests,psf/requests,README.md,3,3,sha256:2a9268c9be5f4dc9abe9105740be7c5234babc3dd2b25eb11ca376c538a0c67b,sha256:8eed1f967a514f14e8c3038298360dbb8e9de0b779b6c6720d1e380afc83a3e8,1
v52x_D_v53e_0580_citation_001,v52x_D_v53e_0580,D,v53e_0580,v53e_0580_span_001,psf_requests,psf/requests,README.md,60,60,sha256:2a9268c9be5f4dc9abe9105740be7c5234babc3dd2b25eb11ca376c538a0c67b,sha256:5c1e8a10267761beb8ef11111ffe6716eb6587b76ad3fbaed303b0841e556e8c,1
v52x_D_v53e_0581_citation_001,v52x_D_v53e_0581,D,v53e_0581,v53e_0581_span_001,django_django,django/django,README.rst,22,22,sha256:17c3550b268b902983fd4a4decd9a475bb8725c0941e016d29c6b7bf62273eab,sha256:5e5558c978730e15f1f6e91da84dd21faa1b0f126611ca873d9e01aecfdf0efb,1
v52x_D_v53e_0582_citation_001,v52x_D_v53e_0582,D,v53e_0582,v53e_0582_span_001,fastapi_fastapi,fastapi/fastapi,README.md,1,1,sha256:92d9831df4291afd3f34a16eee57ca67b946528c7114fbeb86082ec70e8df21e,sha256:fbf6bd5e63f0422c4616ba0c13f18c10e2e945e659578011a2c47da2b0299496,1
v52x_D_v53e_0583_citation_001,v52x_D_v53e_0583,D,v53e_0583,v53e_0583_span_001,fastapi_fastapi,fastapi/fastapi,README.md,206,206,sha256:92d9831df4291afd3f34a16eee57ca67b946528c7114fbeb86082ec70e8df21e,sha256:b04532d5790468db6394b68e224f09fd49022111073b1aa30be6abc85f3e39d7,1
v52x_D_v53e_0584_citation_001,v52x_D_v53e_0584,D,v53e_0584,v53e_0584_span_001,fastapi_fastapi,fastapi/fastapi,README.md,309,309,sha256:92d9831df4291afd3f34a16eee57ca67b946528c7114fbeb86082ec70e8df21e,sha256:868a2ffd430ad327cd69bb5281626ae4080973b6cf7ef83f80f8a6830710e9cc,1
v52x_D_v53e_0585_citation_001,v52x_D_v53e_0585,D,v53e_0585,v53e_0585_span_001,fastapi_fastapi,fastapi/fastapi,README.md,405,405,sha256:92d9831df4291afd3f34a16eee57ca67b946528c7114fbeb86082ec70e8df21e,sha256:72f4ec977bcd668ebfbef62799e3a49d6585033eda9cde89c1751a8818533b9f,1
v52x_D_v53e_0586_citation_001,v52x_D_v53e_0586,D,v53e_0586,v53e_0586_span_001,pallets_click,pallets/click,README.md,1,1,sha256:4c3de4aa0918deac2f712facacd1dc30a8cc4627d0118dd290292ab0af65ca0b,sha256:3401a46d66f32aea9b19e5dd10525799827673bdadcc6e5b035164c4208fbce5,1
v52x_D_v53e_0587_citation_001,v52x_D_v53e_0587,D,v53e_0587,v53e_0587_span_001,pallets_click,pallets/click,README.md,14,14,sha256:4c3de4aa0918deac2f712facacd1dc30a8cc4627d0118dd290292ab0af65ca0b,sha256:f5d4ebc8607f393917aecb1442f114ed5ac5aa97d49e2f3ba15d10e20c0e7ddb,1
v52x_D_v53e_0588_citation_001,v52x_D_v53e_0588,D,v53e_0588,v53e_0588_span_001,pallets_click,pallets/click,README.md,27,27,sha256:4c3de4aa0918deac2f712facacd1dc30a8cc4627d0118dd290292ab0af65ca0b,sha256:307a5edd4050fa70896ae5910a8997ac24f05075c2ee499c1b1b4f5f616dda06,1
v52x_D_v53e_0589_citation_001,v52x_D_v53e_0589,D,v53e_0589,v53e_0589_span_001,pallets_click,pallets/click,README.md,31,31,sha256:4c3de4aa0918deac2f712facacd1dc30a8cc4627d0118dd290292ab0af65ca0b,sha256:e83fcc0f2e1771193a62d061df933fed36646875065c060dc31b9f151a541319,1
v52x_D_v53e_0590_citation_001,v52x_D_v53e_0590,D,v53e_0590,v53e_0590_span_001,pallets_click,pallets/click,README.md,49,49,sha256:4c3de4aa0918deac2f712facacd1dc30a8cc4627d0118dd290292ab0af65ca0b,sha256:873c3bd8293217a8dbe7fa0bba87df01fdb5fdff1ef8a6df12fc5fadd45f1fe6,1
v52x_D_v53e_0591_citation_001,v52x_D_v53e_0591,D,v53e_0591,v53e_0591_span_001,pallets_click,pallets/click,README.md,58,58,sha256:4c3de4aa0918deac2f712facacd1dc30a8cc4627d0118dd290292ab0af65ca0b,sha256:b23baf2d15b18c29205c8f98a3d2ee9e89818d8fb2149990339f8fe4ccb48a71,1
v52x_D_v53e_0592_citation_001,v52x_D_v53e_0592,D,v53e_0592,v53e_0592_span_001,pallets_flask,pallets/flask,README.md,1,1,sha256:1f2de14735b1ee9d3a342fa7c5d5e87b95727276c0a56c8a9d77221f37880602,sha256:85e13b2aa23b16d110f05cb2dfc0f25ca85628c8ad686bb70429a288ad25d686,1
v52x_D_v53e_0593_citation_001,v52x_D_v53e_0593,D,v53e_0593,v53e_0593_span_001,pallets_flask,pallets/flask,README.md,9,9,sha256:1f2de14735b1ee9d3a342fa7c5d5e87b95727276c0a56c8a9d77221f37880602,sha256:9e06bf8f6cf5e8c1b457acfc1973448e11d38d1257e0943c71704ab8b2e86ea0,1
v52x_D_v53e_0594_citation_001,v52x_D_v53e_0594,D,v53e_0594,v53e_0594_span_001,pallets_flask,pallets/flask,README.md,30,30,sha256:1f2de14735b1ee9d3a342fa7c5d5e87b95727276c0a56c8a9d77221f37880602,sha256:ea8d9805ef010317cd6f6b3360ea4c082757de12110182a2ba679ce4229c0b95,1
v52x_D_v53e_0595_citation_001,v52x_D_v53e_0595,D,v53e_0595,v53e_0595_span_001,pallets_flask,pallets/flask,README.md,45,45,sha256:1f2de14735b1ee9d3a342fa7c5d5e87b95727276c0a56c8a9d77221f37880602,sha256:d17bc79fd5c9696ccd1af630c112dd07e31f57f944088c48549c1bd6c45183ef,1
v52x_D_v53e_0596_citation_001,v52x_D_v53e_0596,D,v53e_0596,v53e_0596_span_001,psf_requests,psf/requests,README.md,23,23,sha256:2a9268c9be5f4dc9abe9105740be7c5234babc3dd2b25eb11ca376c538a0c67b,sha256:51ddebde64a256afc964fa6ab6d344a23f2df93534d81a856b323b2a8750b84b,1
v52x_D_v53e_0597_citation_001,v52x_D_v53e_0597,D,v53e_0597,v53e_0597_span_001,psf_requests,psf/requests,README.md,46,46,sha256:2a9268c9be5f4dc9abe9105740be7c5234babc3dd2b25eb11ca376c538a0c67b,sha256:ac0de48db84b5c46906337dad2040e0f99b7ef524f3d466807643e3fe18c4a73,1
v52x_D_v53e_0598_citation_001,v52x_D_v53e_0598,D,v53e_0598,v53e_0598_span_001,pypa_pip,pypa/pip,README.rst,54,54,sha256:807e8aad661c9fe6540a2f0790279c230c81c72bdf72b9466f6e9ed9304ed8b1,sha256:9098961cf89712af65154438908ce384b99aa5041e5e01e699975a74fae02e3c,1
v52x_D_v53e_0599_citation_001,v52x_D_v53e_0599,D,v53e_0599,v53e_0599_span_001,pypa_sampleproject,pypa/sampleproject,README.md,3,3,sha256:0ee0ddefd61fb532db9cd7d5aada5b2bf505d4f01c108965c3888ae6efffb297,sha256:29dc3613ca452eb3744f2f83b9a1365239df121e453a292e7476286868cecca9,1
v52x_D_v53e_0600_citation_001,v52x_D_v53e_0600,D,v53e_0600,v53e_0600_span_001,pypa_sampleproject,pypa/sampleproject,README.md,39,39,sha256:0ee0ddefd61fb532db9cd7d5aada5b2bf505d4f01c108965c3888ae6efffb297,sha256:6b2d8610fdde8642bce7ada317968557bcea1314b2673e4e5fd7c014eca9ad53,1
v52x_D_v53e_0601_citation_001,v52x_D_v53e_0601,D,v53e_0601,v53e_0601_span_001,pytest_dev_pytest,pytest-dev/pytest,README.rst,1,1,sha256:37c713f12b48774c77c40accfe3a6a28c25d7e763c9c5e34266261cf738713b5,sha256:0fb14a35f0ccc2cc54026b5ce096d2a2a608109875f2120a124282ad6df35556,1
v52x_D_v53e_0602_citation_001,v52x_D_v53e_0602,D,v53e_0602,v53e_0602_span_001,pytest_dev_pytest,pytest-dev/pytest,README.rst,139,139,sha256:37c713f12b48774c77c40accfe3a6a28c25d7e763c9c5e34266261cf738713b5,sha256:fc0e1c1c3e9991d9af86ba58ff1744171469bda051b1268aa127a088fb18ff82,1
v52x_D_v53e_0603_citation_001,v52x_D_v53e_0603,D,v53e_0603,v53e_0603_span_001,python_cpython,python/cpython,Doc/README.rst,1,1,sha256:cb7019df5bf42107feea8fd25305e299d6f81a4ee83630aaafd0675905d4d21b,sha256:7ab945f21e8e62906f9294d13005c8f77aa9c26ced8d064a8ad16b3135578a72,1
v52x_D_v53e_0604_citation_001,v52x_D_v53e_0604,D,v53e_0604,v53e_0604_span_001,python_cpython,python/cpython,Doc/README.rst,17,17,sha256:cb7019df5bf42107feea8fd25305e299d6f81a4ee83630aaafd0675905d4d21b,sha256:13c70928200eaf10e7b3fdbd2dd8fdb3347ab470e46ad6201d330b72f15a0d42,1
v52x_D_v53e_0605_citation_001,v52x_D_v53e_0605,D,v53e_0605,v53e_0605_span_001,python_cpython,python/cpython,Doc/README.rst,31,31,sha256:cb7019df5bf42107feea8fd25305e299d6f81a4ee83630aaafd0675905d4d21b,sha256:6a137a7cd04e051a6c75d82c46d9bb2fee3cbd7515989c68cf063a9b8290a0cf,1
v52x_D_v53e_0606_citation_001,v52x_D_v53e_0606,D,v53e_0606,v53e_0606_span_001,python_cpython,python/cpython,Doc/README.rst,57,57,sha256:cb7019df5bf42107feea8fd25305e299d6f81a4ee83630aaafd0675905d4d21b,sha256:e539ac46f274efa251b5a63b817db1f524cddfbb0ae49063a0fd7ee5afe490e1,1
v52x_D_v53e_0607_citation_001,v52x_D_v53e_0607,D,v53e_0607,v53e_0607_span_001,python_cpython,python/cpython,Doc/README.rst,70,70,sha256:cb7019df5bf42107feea8fd25305e299d6f81a4ee83630aaafd0675905d4d21b,sha256:cfd6beea756ae87c6c184f5556841597a1cdeb7c073783213c7059931554ab73,1
v52x_D_v53e_0608_citation_001,v52x_D_v53e_0608,D,v53e_0608,v53e_0608_span_001,python_cpython,python/cpython,Doc/README.rst,86,86,sha256:cb7019df5bf42107feea8fd25305e299d6f81a4ee83630aaafd0675905d4d21b,sha256:22ae9567fb25f764925bc93f677afd2ddb7b76d44b48563f838d6db17b751c55,1
v52x_D_v53e_0609_citation_001,v52x_D_v53e_0609,D,v53e_0609,v53e_0609_span_001,python_cpython,python/cpython,Doc/README.rst,98,98,sha256:cb7019df5bf42107feea8fd25305e299d6f81a4ee83630aaafd0675905d4d21b,sha256:2fbc50352916f498ad039dbe5745902668288c0bc1f2f5e0951a51b96db231e9,1
