source_span_id,query_id,parent_source_span_id,parent_query_id,repo_id,owner_repo,head_sha,path,line_start,line_end,evidence_text,evidence_text_sha256,source_file_sha256,local_relpath,source_snapshot_scope
v53e_0581_span_001,v53e_0581,v53d_0002_span_001,v53d_0002,django_django,django/django,17a56cd6e600cfb02972657e8958b5ee2e0f936e,README.rst,22,22,"problems, and check out the reference (``docs/ref``) for gory details.",sha256:5e5558c978730e15f1f6e91da84dd21faa1b0f126611ca873d9e01aecfdf0efb,sha256:17c3550b268b902983fd4a4decd9a475bb8725c0941e016d29c6b7bf62273eab,source_canary/django__django/README.rst,canary
v53e_0582_span_001,v53e_0582,v53d_0011_span_001,v53d_0011,fastapi_fastapi,fastapi/fastapi,b31720337af8b5ba5c78e4f0c44ac0ce25d7a5e2,README.md,1,1,"<p align=""center"">",sha256:fbf6bd5e63f0422c4616ba0c13f18c10e2e945e659578011a2c47da2b0299496,sha256:92d9831df4291afd3f34a16eee57ca67b946528c7114fbeb86082ec70e8df21e,source_canary/fastapi__fastapi/README.md,canary
v53e_0583_span_001,v53e_0583,v53d_0013_span_001,v53d_0013,fastapi_fastapi,fastapi/fastapi,b31720337af8b5ba5c78e4f0c44ac0ce25d7a5e2,README.md,206,206,Run the server with:,sha256:b04532d5790468db6394b68e224f09fd49022111073b1aa30be6abc85f3e39d7,sha256:92d9831df4291afd3f34a16eee57ca67b946528c7114fbeb86082ec70e8df21e,source_canary/fastapi__fastapi/README.md,canary
v53e_0584_span_001,v53e_0584,v53d_0014_span_001,v53d_0014,fastapi_fastapi,fastapi/fastapi,b31720337af8b5ba5c78e4f0c44ac0ce25d7a5e2,README.md,309,309,"def update_item(item_id: int, item: Item):",sha256:868a2ffd430ad327cd69bb5281626ae4080973b6cf7ef83f80f8a6830710e9cc,sha256:92d9831df4291afd3f34a16eee57ca67b946528c7114fbeb86082ec70e8df21e,source_canary/fastapi__fastapi/README.md,canary
v53e_0585_span_001,v53e_0585,v53d_0015_span_001,v53d_0015,fastapi_fastapi,fastapi/fastapi,b31720337af8b5ba5c78e4f0c44ac0ce25d7a5e2,README.md,405,405,"* Automatic client code generation systems, for many languages.",sha256:72f4ec977bcd668ebfbef62799e3a49d6585033eda9cde89c1751a8818533b9f,sha256:92d9831df4291afd3f34a16eee57ca67b946528c7114fbeb86082ec70e8df21e,source_canary/fastapi__fastapi/README.md,canary
v53e_0586_span_001,v53e_0586,v53d_0021_span_001,v53d_0021,pallets_click,pallets/click,8a1b1a33d739be05b7e91251e3c0dde77c5e152f,README.md,1,1,"<div align=""center""><img src=""https://raw.githubusercontent.com/pallets/click/refs/heads/stable/docs/_static/click-name.svg"" alt="""" height=""150""></div>",sha256:3401a46d66f32aea9b19e5dd10525799827673bdadcc6e5b035164c4208fbce5,sha256:4c3de4aa0918deac2f712facacd1dc30a8cc4627d0118dd290292ab0af65ca0b,source_canary/pallets__click/README.md,canary
v53e_0587_span_001,v53e_0587,v53d_0023_span_001,v53d_0023,pallets_click,pallets/click,8a1b1a33d739be05b7e91251e3c0dde77c5e152f,README.md,14,14,Click in three points:,sha256:f5d4ebc8607f393917aecb1442f114ed5ac5aa97d49e2f3ba15d10e20c0e7ddb,sha256:4c3de4aa0918deac2f712facacd1dc30a8cc4627d0118dd290292ab0af65ca0b,source_canary/pallets__click/README.md,canary
v53e_0588_span_001,v53e_0588,v53d_0024_span_001,v53d_0024,pallets_click,pallets/click,8a1b1a33d739be05b7e91251e3c0dde77c5e152f,README.md,27,27,"@click.option(""--count"", default=1, help=""Number of greetings."")",sha256:307a5edd4050fa70896ae5910a8997ac24f05075c2ee499c1b1b4f5f616dda06,sha256:4c3de4aa0918deac2f712facacd1dc30a8cc4627d0118dd290292ab0af65ca0b,source_canary/pallets__click/README.md,canary
v53e_0589_span_001,v53e_0589,v53d_0025_span_001,v53d_0025,pallets_click,pallets/click,8a1b1a33d739be05b7e91251e3c0dde77c5e152f,README.md,31,31,for _ in range(count):,sha256:e83fcc0f2e1771193a62d061df933fed36646875065c060dc31b9f151a541319,sha256:4c3de4aa0918deac2f712facacd1dc30a8cc4627d0118dd290292ab0af65ca0b,source_canary/pallets__click/README.md,canary
v53e_0590_span_001,v53e_0590,v53d_0026_span_001,v53d_0026,pallets_click,pallets/click,8a1b1a33d739be05b7e91251e3c0dde77c5e152f,README.md,49,49,The Pallets organization develops and supports Click and other popular,sha256:873c3bd8293217a8dbe7fa0bba87df01fdb5fdff1ef8a6df12fc5fadd45f1fe6,sha256:4c3de4aa0918deac2f712facacd1dc30a8cc4627d0118dd290292ab0af65ca0b,source_canary/pallets__click/README.md,canary
v53e_0591_span_001,v53e_0591,v53d_0027_span_001,v53d_0027,pallets_click,pallets/click,8a1b1a33d739be05b7e91251e3c0dde77c5e152f,README.md,58,58,See our [detailed contributing documentation][contrib] for many ways to,sha256:b23baf2d15b18c29205c8f98a3d2ee9e89818d8fb2149990339f8fe4ccb48a71,sha256:4c3de4aa0918deac2f712facacd1dc30a8cc4627d0118dd290292ab0af65ca0b,source_canary/pallets__click/README.md,canary
v53e_0592_span_001,v53e_0592,v53d_0031_span_001,v53d_0031,pallets_flask,pallets/flask,36e4a824f340fdee7ed50937ba8e7f6bc7d17f81,README.md,1,1,"<div align=""center""><img src=""https://raw.githubusercontent.com/pallets/flask/refs/heads/stable/docs/_static/flask-name.svg"" alt="""" height=""150""></div>",sha256:85e13b2aa23b16d110f05cb2dfc0f25ca85628c8ad686bb70429a288ad25d686,sha256:1f2de14735b1ee9d3a342fa7c5d5e87b95727276c0a56c8a9d77221f37880602,source_canary/pallets__flask/README.md,canary
v53e_0593_span_001,v53e_0593,v53d_0032_span_001,v53d_0032,pallets_flask,pallets/flask,36e4a824f340fdee7ed50937ba8e7f6bc7d17f81,README.md,9,9,application frameworks.,sha256:9e06bf8f6cf5e8c1b457acfc1973448e11d38d1257e0943c71704ab8b2e86ea0,sha256:1f2de14735b1ee9d3a342fa7c5d5e87b95727276c0a56c8a9d77221f37880602,source_canary/pallets__flask/README.md,canary
v53e_0594_span_001,v53e_0594,v53d_0034_span_001,v53d_0034,pallets_flask,pallets/flask,36e4a824f340fdee7ed50937ba8e7f6bc7d17f81,README.md,30,30,"return ""Hello, World!""",sha256:ea8d9805ef010317cd6f6b3360ea4c082757de12110182a2ba679ce4229c0b95,sha256:1f2de14735b1ee9d3a342fa7c5d5e87b95727276c0a56c8a9d77221f37880602,source_canary/pallets__flask/README.md,canary
v53e_0595_span_001,v53e_0595,v53d_0035_span_001,v53d_0035,pallets_flask,pallets/flask,36e4a824f340fdee7ed50937ba8e7f6bc7d17f81,README.md,45,45,[please donate today]: https://palletsprojects.com/donate,sha256:d17bc79fd5c9696ccd1af630c112dd07e31f57f944088c48549c1bd6c45183ef,sha256:1f2de14735b1ee9d3a342fa7c5d5e87b95727276c0a56c8a9d77221f37880602,source_canary/pallets__flask/README.md,canary
v53e_0596_span_001,v53e_0596,v53d_0042_span_001,v53d_0042,psf_requests,psf/requests,6f66281a1d6326b1b9c4ac09ca30de0fc4e6ef43,README.md,23,23,"{'authenticated': True, ...}",sha256:51ddebde64a256afc964fa6ab6d344a23f2df93534d81a856b323b2a8750b84b,sha256:2a9268c9be5f4dc9abe9105740be7c5234babc3dd2b25eb11ca376c538a0c67b,source_canary/psf__requests/README.md,canary
v53e_0597_span_001,v53e_0597,v53d_0043_span_001,v53d_0043,psf_requests,psf/requests,6f66281a1d6326b1b9c4ac09ca30de0fc4e6ef43,README.md,46,46,- Sessions with Cookie Persistence,sha256:ac0de48db84b5c46906337dad2040e0f99b7ef524f3d466807643e3fe18c4a73,sha256:2a9268c9be5f4dc9abe9105740be7c5234babc3dd2b25eb11ca376c538a0c67b,source_canary/psf__requests/README.md,canary
v53e_0598_span_001,v53e_0598,v53d_0052_span_001,v53d_0052,pypa_pip,pypa/pip,486db076e2f4f0bf6780c24cd487f09dc2a14015,README.rst,54,54,.. _GitHub page: https://github.com/pypa/pip,sha256:9098961cf89712af65154438908ce384b99aa5041e5e01e699975a74fae02e3c,sha256:807e8aad661c9fe6540a2f0790279c230c81c72bdf72b9466f6e9ed9304ed8b1,source_canary/pypa__pip/README.rst,canary
v53e_0599_span_001,v53e_0599,v53d_0061_span_001,v53d_0061,pypa_sampleproject,pypa/sampleproject,621e4974ca25ce531773def586ba3ed8e736b3fc,README.md,3,3,"![Python Logo](https://www.python.org/static/community_logos/python-logo.png ""Sample inline image"")",sha256:29dc3613ca452eb3744f2f83b9a1365239df121e453a292e7476286868cecca9,sha256:0ee0ddefd61fb532db9cd7d5aada5b2bf505d4f01c108965c3888ae6efffb297,source_canary/pypa__sampleproject/README.md,canary
v53e_0600_span_001,v53e_0600,v53d_0063_span_001,v53d_0063,pypa_sampleproject,pypa/sampleproject,621e4974ca25ce531773def586ba3ed8e736b3fc,README.md,39,39,[md use]: https://packaging.python.org/specifications/core-metadata/#description-content-type-optional,sha256:6b2d8610fdde8642bce7ada317968557bcea1314b2673e4e5fd7c014eca9ad53,sha256:0ee0ddefd61fb532db9cd7d5aada5b2bf505d4f01c108965c3888ae6efffb297,source_canary/pypa__sampleproject/README.md,canary
v53e_0601_span_001,v53e_0601,v53d_0071_span_001,v53d_0071,pytest_dev_pytest,pytest-dev/pytest,a8ac094e80df788aec844794170b126eab0be7a4,README.rst,1,1,.. image:: https://github.com/pytest-dev/pytest/raw/main/doc/en/img/pytest_logo_curves.svg,sha256:0fb14a35f0ccc2cc54026b5ce096d2a2a608109875f2120a124282ad6df35556,sha256:37c713f12b48774c77c40accfe3a6a28c25d7e763c9c5e34266261cf738713b5,source_canary/pytest_dev__pytest/README.rst,canary
v53e_0602_span_001,v53e_0602,v53d_0072_span_001,v53d_0072,pytest_dev_pytest,pytest-dev/pytest,a8ac094e80df788aec844794170b126eab0be7a4,README.rst,139,139,---------------------,sha256:fc0e1c1c3e9991d9af86ba58ff1744171469bda051b1268aa127a088fb18ff82,sha256:37c713f12b48774c77c40accfe3a6a28c25d7e763c9c5e34266261cf738713b5,source_canary/pytest_dev__pytest/README.rst,canary
v53e_0603_span_001,v53e_0603,v53d_0081_span_001,v53d_0081,python_cpython,python/cpython,8c0e2515bb0059b75e264cc5baeb27bb17337c83,Doc/README.rst,1,1,Python Documentation README,sha256:7ab945f21e8e62906f9294d13005c8f77aa9c26ced8d064a8ad16b3135578a72,sha256:cb7019df5bf42107feea8fd25305e299d6f81a4ee83630aaafd0675905d4d21b,source_canary/python__cpython/Doc/README.rst,canary
v53e_0604_span_001,v53e_0604,v53d_0082_span_001,v53d_0082,python_cpython,python/cpython,8c0e2515bb0059b75e264cc5baeb27bb17337c83,Doc/README.rst,17,17,The documentation is built with several tools which are not included in this,sha256:13c70928200eaf10e7b3fdbd2dd8fdb3347ab470e46ad6201d330b72f15a0d42,sha256:cb7019df5bf42107feea8fd25305e299d6f81a4ee83630aaafd0675905d4d21b,source_canary/python__cpython/Doc/README.rst,canary
v53e_0605_span_001,v53e_0605,v53d_0083_span_001,v53d_0083,python_cpython,python/cpython,8c0e2515bb0059b75e264cc5baeb27bb17337c83,Doc/README.rst,31,31,"To get started on Unix, you can create a virtual environment and build",sha256:6a137a7cd04e051a6c75d82c46d9bb2fee3cbd7515989c68cf063a9b8290a0cf,sha256:cb7019df5bf42107feea8fd25305e299d6f81a4ee83630aaafd0675905d4d21b,source_canary/python__cpython/Doc/README.rst,canary
v53e_0606_span_001,v53e_0606,v53d_0085_span_001,v53d_0085,python_cpython,python/cpython,8c0e2515bb0059b75e264cc5baeb27bb17337c83,Doc/README.rst,57,57,"* ""venv"", which creates a virtual environment with all necessary tools",sha256:e539ac46f274efa251b5a63b817db1f524cddfbb0ae49063a0fd7ee5afe490e1,sha256:cb7019df5bf42107feea8fd25305e299d6f81a4ee83630aaafd0675905d4d21b,source_canary/python__cpython/Doc/README.rst,canary
v53e_0607_span_001,v53e_0607,v53d_0086_span_001,v53d_0086,python_cpython,python/cpython,8c0e2515bb0059b75e264cc5baeb27bb17337c83,Doc/README.rst,70,70,convert them into a single Compiled HTML (.chm) file -- these are popular,sha256:cfd6beea756ae87c6c184f5556841597a1cdeb7c073783213c7059931554ab73,sha256:cb7019df5bf42107feea8fd25305e299d6f81a4ee83630aaafd0675905d4d21b,source_canary/python__cpython/Doc/README.rst,canary
v53e_0608_span_001,v53e_0608,v53d_0087_span_001,v53d_0087,python_cpython,python/cpython,8c0e2515bb0059b75e264cc5baeb27bb17337c83,Doc/README.rst,86,86,"broken, redirected or malformed, and outputs this information to stdout as",sha256:22ae9567fb25f764925bc93f677afd2ddb7b76d44b48563f838d6db17b751c55,sha256:cb7019df5bf42107feea8fd25305e299d6f81a4ee83630aaafd0675905d4d21b,source_canary/python__cpython/Doc/README.rst,canary
v53e_0609_span_001,v53e_0609,v53d_0088_span_001,v53d_0088,python_cpython,python/cpython,8c0e2515bb0059b75e264cc5baeb27bb17337c83,Doc/README.rst,98,98,``tools/pyspecific.py`` -- pydoc needs these to show topic and keyword help.,sha256:2fbc50352916f498ad039dbe5745902668288c0bc1f2f5e0951a51b96db231e9,sha256:cb7019df5bf42107feea8fd25305e299d6f81a4ee83630aaafd0675905d4d21b,source_canary/python__cpython/Doc/README.rst,canary
v53e_0610_span_001,v53e_0610,v53d_0091_span_001,v53d_0091,tiangolo_typer,tiangolo/typer,dacdc4349df29dd1d43310d727f80d85cb5643e6,README.md,1,1,"<p align=""center"">",sha256:fbf6bd5e63f0422c4616ba0c13f18c10e2e945e659578011a2c47da2b0299496,sha256:fbe9ce39df753bea927dadd36d68b579a772bd5701fcfbcbd7f7d97f4f54c95e,source_canary/tiangolo__typer/README.md,canary
v53e_0611_span_001,v53e_0611,v53d_0094_span_001,v53d_0094,tiangolo_typer,tiangolo/typer,dacdc4349df29dd1d43310d727f80d85cb5643e6,README.md,202,202,"print(f""Goodbye Ms. {name}. Have a good day."")",sha256:a4b38a4fd3ae2b12ae1d6f1d8ab630312de7b36ac247c90c3a5b3c7d4ecc73c4,sha256:fbe9ce39df753bea927dadd36d68b579a772bd5701fcfbcbd7f7d97f4f54c95e,source_canary/tiangolo__typer/README.md,canary
v53e_0612_span_001,v53e_0612,v53d_0095_span_001,v53d_0095,tiangolo_typer,tiangolo/typer,dacdc4349df29dd1d43310d727f80d85cb5643e6,README.md,265,265,╭─ Options ─────────────────────────────────────────╮,sha256:33658ec484dd1d2ac74df2bccb5b82817e93d0a11d387dadbbc4731ee880b433,sha256:fbe9ce39df753bea927dadd36d68b579a772bd5701fcfbcbd7f7d97f4f54c95e,source_canary/tiangolo__typer/README.md,canary
v53e_0613_span_001,v53e_0613,v53d_0096_span_001,v53d_0096,tiangolo_typer,tiangolo/typer,dacdc4349df29dd1d43310d727f80d85cb5643e6,README.md,345,345,"And similarly for **files**, **paths**, **enums** (choices), etc. And there are tools to create **groups of subcommands**, add metadata, extra **validation**, etc.",sha256:06b3ff71f021d995a4093f187008ae7e6ec8f25d057f79d485fb88369b26411d,sha256:fbe9ce39df753bea927dadd36d68b579a772bd5701fcfbcbd7f7d97f4f54c95e,source_canary/tiangolo__typer/README.md,canary
v53e_0614_span_001,v53e_0614,v53d_0002_span_001,v53d_0002,django_django,django/django,17a56cd6e600cfb02972657e8958b5ee2e0f936e,README.rst,22,22,"problems, and check out the reference (``docs/ref``) for gory details.",sha256:5e5558c978730e15f1f6e91da84dd21faa1b0f126611ca873d9e01aecfdf0efb,sha256:17c3550b268b902983fd4a4decd9a475bb8725c0941e016d29c6b7bf62273eab,source_canary/django__django/README.rst,canary
v53e_0615_span_001,v53e_0615,v53d_0011_span_001,v53d_0011,fastapi_fastapi,fastapi/fastapi,b31720337af8b5ba5c78e4f0c44ac0ce25d7a5e2,README.md,1,1,"<p align=""center"">",sha256:fbf6bd5e63f0422c4616ba0c13f18c10e2e945e659578011a2c47da2b0299496,sha256:92d9831df4291afd3f34a16eee57ca67b946528c7114fbeb86082ec70e8df21e,source_canary/fastapi__fastapi/README.md,canary
v53e_0616_span_001,v53e_0616,v53d_0013_span_001,v53d_0013,fastapi_fastapi,fastapi/fastapi,b31720337af8b5ba5c78e4f0c44ac0ce25d7a5e2,README.md,206,206,Run the server with:,sha256:b04532d5790468db6394b68e224f09fd49022111073b1aa30be6abc85f3e39d7,sha256:92d9831df4291afd3f34a16eee57ca67b946528c7114fbeb86082ec70e8df21e,source_canary/fastapi__fastapi/README.md,canary
v53e_0617_span_001,v53e_0617,v53d_0014_span_001,v53d_0014,fastapi_fastapi,fastapi/fastapi,b31720337af8b5ba5c78e4f0c44ac0ce25d7a5e2,README.md,309,309,"def update_item(item_id: int, item: Item):",sha256:868a2ffd430ad327cd69bb5281626ae4080973b6cf7ef83f80f8a6830710e9cc,sha256:92d9831df4291afd3f34a16eee57ca67b946528c7114fbeb86082ec70e8df21e,source_canary/fastapi__fastapi/README.md,canary
v53e_0618_span_001,v53e_0618,v53d_0015_span_001,v53d_0015,fastapi_fastapi,fastapi/fastapi,b31720337af8b5ba5c78e4f0c44ac0ce25d7a5e2,README.md,405,405,"* Automatic client code generation systems, for many languages.",sha256:72f4ec977bcd668ebfbef62799e3a49d6585033eda9cde89c1751a8818533b9f,sha256:92d9831df4291afd3f34a16eee57ca67b946528c7114fbeb86082ec70e8df21e,source_canary/fastapi__fastapi/README.md,canary
v53e_0619_span_001,v53e_0619,v53d_0021_span_001,v53d_0021,pallets_click,pallets/click,8a1b1a33d739be05b7e91251e3c0dde77c5e152f,README.md,1,1,"<div align=""center""><img src=""https://raw.githubusercontent.com/pallets/click/refs/heads/stable/docs/_static/click-name.svg"" alt="""" height=""150""></div>",sha256:3401a46d66f32aea9b19e5dd10525799827673bdadcc6e5b035164c4208fbce5,sha256:4c3de4aa0918deac2f712facacd1dc30a8cc4627d0118dd290292ab0af65ca0b,source_canary/pallets__click/README.md,canary
v53e_0620_span_001,v53e_0620,v53d_0023_span_001,v53d_0023,pallets_click,pallets/click,8a1b1a33d739be05b7e91251e3c0dde77c5e152f,README.md,14,14,Click in three points:,sha256:f5d4ebc8607f393917aecb1442f114ed5ac5aa97d49e2f3ba15d10e20c0e7ddb,sha256:4c3de4aa0918deac2f712facacd1dc30a8cc4627d0118dd290292ab0af65ca0b,source_canary/pallets__click/README.md,canary
v53e_0621_span_001,v53e_0621,v53d_0024_span_001,v53d_0024,pallets_click,pallets/click,8a1b1a33d739be05b7e91251e3c0dde77c5e152f,README.md,27,27,"@click.option(""--count"", default=1, help=""Number of greetings."")",sha256:307a5edd4050fa70896ae5910a8997ac24f05075c2ee499c1b1b4f5f616dda06,sha256:4c3de4aa0918deac2f712facacd1dc30a8cc4627d0118dd290292ab0af65ca0b,source_canary/pallets__click/README.md,canary
v53e_0622_span_001,v53e_0622,v53d_0025_span_001,v53d_0025,pallets_click,pallets/click,8a1b1a33d739be05b7e91251e3c0dde77c5e152f,README.md,31,31,for _ in range(count):,sha256:e83fcc0f2e1771193a62d061df933fed36646875065c060dc31b9f151a541319,sha256:4c3de4aa0918deac2f712facacd1dc30a8cc4627d0118dd290292ab0af65ca0b,source_canary/pallets__click/README.md,canary
v53e_0623_span_001,v53e_0623,v53d_0026_span_001,v53d_0026,pallets_click,pallets/click,8a1b1a33d739be05b7e91251e3c0dde77c5e152f,README.md,49,49,The Pallets organization develops and supports Click and other popular,sha256:873c3bd8293217a8dbe7fa0bba87df01fdb5fdff1ef8a6df12fc5fadd45f1fe6,sha256:4c3de4aa0918deac2f712facacd1dc30a8cc4627d0118dd290292ab0af65ca0b,source_canary/pallets__click/README.md,canary
v53e_0624_span_001,v53e_0624,v53d_0027_span_001,v53d_0027,pallets_click,pallets/click,8a1b1a33d739be05b7e91251e3c0dde77c5e152f,README.md,58,58,See our [detailed contributing documentation][contrib] for many ways to,sha256:b23baf2d15b18c29205c8f98a3d2ee9e89818d8fb2149990339f8fe4ccb48a71,sha256:4c3de4aa0918deac2f712facacd1dc30a8cc4627d0118dd290292ab0af65ca0b,source_canary/pallets__click/README.md,canary
v53e_0625_span_001,v53e_0625,v53d_0031_span_001,v53d_0031,pallets_flask,pallets/flask,36e4a824f340fdee7ed50937ba8e7f6bc7d17f81,README.md,1,1,"<div align=""center""><img src=""https://raw.githubusercontent.com/pallets/flask/refs/heads/stable/docs/_static/flask-name.svg"" alt="""" height=""150""></div>",sha256:85e13b2aa23b16d110f05cb2dfc0f25ca85628c8ad686bb70429a288ad25d686,sha256:1f2de14735b1ee9d3a342fa7c5d5e87b95727276c0a56c8a9d77221f37880602,source_canary/pallets__flask/README.md,canary
v53e_0626_span_001,v53e_0626,v53d_0032_span_001,v53d_0032,pallets_flask,pallets/flask,36e4a824f340fdee7ed50937ba8e7f6bc7d17f81,README.md,9,9,application frameworks.,sha256:9e06bf8f6cf5e8c1b457acfc1973448e11d38d1257e0943c71704ab8b2e86ea0,sha256:1f2de14735b1ee9d3a342fa7c5d5e87b95727276c0a56c8a9d77221f37880602,source_canary/pallets__flask/README.md,canary
v53e_0627_span_001,v53e_0627,v53d_0034_span_001,v53d_0034,pallets_flask,pallets/flask,36e4a824f340fdee7ed50937ba8e7f6bc7d17f81,README.md,30,30,"return ""Hello, World!""",sha256:ea8d9805ef010317cd6f6b3360ea4c082757de12110182a2ba679ce4229c0b95,sha256:1f2de14735b1ee9d3a342fa7c5d5e87b95727276c0a56c8a9d77221f37880602,source_canary/pallets__flask/README.md,canary
v53e_0628_span_001,v53e_0628,v53d_0035_span_001,v53d_0035,pallets_flask,pallets/flask,36e4a824f340fdee7ed50937ba8e7f6bc7d17f81,README.md,45,45,[please donate today]: https://palletsprojects.com/donate,sha256:d17bc79fd5c9696ccd1af630c112dd07e31f57f944088c48549c1bd6c45183ef,sha256:1f2de14735b1ee9d3a342fa7c5d5e87b95727276c0a56c8a9d77221f37880602,source_canary/pallets__flask/README.md,canary
v53e_0629_span_001,v53e_0629,v53d_0042_span_001,v53d_0042,psf_requests,psf/requests,6f66281a1d6326b1b9c4ac09ca30de0fc4e6ef43,README.md,23,23,"{'authenticated': True, ...}",sha256:51ddebde64a256afc964fa6ab6d344a23f2df93534d81a856b323b2a8750b84b,sha256:2a9268c9be5f4dc9abe9105740be7c5234babc3dd2b25eb11ca376c538a0c67b,source_canary/psf__requests/README.md,canary
v53e_0630_span_001,v53e_0630,v53d_0043_span_001,v53d_0043,psf_requests,psf/requests,6f66281a1d6326b1b9c4ac09ca30de0fc4e6ef43,README.md,46,46,- Sessions with Cookie Persistence,sha256:ac0de48db84b5c46906337dad2040e0f99b7ef524f3d466807643e3fe18c4a73,sha256:2a9268c9be5f4dc9abe9105740be7c5234babc3dd2b25eb11ca376c538a0c67b,source_canary/psf__requests/README.md,canary
v53e_0631_span_001,v53e_0631,v53d_0052_span_001,v53d_0052,pypa_pip,pypa/pip,486db076e2f4f0bf6780c24cd487f09dc2a14015,README.rst,54,54,.. _GitHub page: https://github.com/pypa/pip,sha256:9098961cf89712af65154438908ce384b99aa5041e5e01e699975a74fae02e3c,sha256:807e8aad661c9fe6540a2f0790279c230c81c72bdf72b9466f6e9ed9304ed8b1,source_canary/pypa__pip/README.rst,canary
v53e_0632_span_001,v53e_0632,v53d_0061_span_001,v53d_0061,pypa_sampleproject,pypa/sampleproject,621e4974ca25ce531773def586ba3ed8e736b3fc,README.md,3,3,"![Python Logo](https://www.python.org/static/community_logos/python-logo.png ""Sample inline image"")",sha256:29dc3613ca452eb3744f2f83b9a1365239df121e453a292e7476286868cecca9,sha256:0ee0ddefd61fb532db9cd7d5aada5b2bf505d4f01c108965c3888ae6efffb297,source_canary/pypa__sampleproject/README.md,canary
v53e_0633_span_001,v53e_0633,v53d_0063_span_001,v53d_0063,pypa_sampleproject,pypa/sampleproject,621e4974ca25ce531773def586ba3ed8e736b3fc,README.md,39,39,[md use]: https://packaging.python.org/specifications/core-metadata/#description-content-type-optional,sha256:6b2d8610fdde8642bce7ada317968557bcea1314b2673e4e5fd7c014eca9ad53,sha256:0ee0ddefd61fb532db9cd7d5aada5b2bf505d4f01c108965c3888ae6efffb297,source_canary/pypa__sampleproject/README.md,canary
v53e_0634_span_001,v53e_0634,v53d_0071_span_001,v53d_0071,pytest_dev_pytest,pytest-dev/pytest,a8ac094e80df788aec844794170b126eab0be7a4,README.rst,1,1,.. image:: https://github.com/pytest-dev/pytest/raw/main/doc/en/img/pytest_logo_curves.svg,sha256:0fb14a35f0ccc2cc54026b5ce096d2a2a608109875f2120a124282ad6df35556,sha256:37c713f12b48774c77c40accfe3a6a28c25d7e763c9c5e34266261cf738713b5,source_canary/pytest_dev__pytest/README.rst,canary
v53e_0635_span_001,v53e_0635,v53d_0072_span_001,v53d_0072,pytest_dev_pytest,pytest-dev/pytest,a8ac094e80df788aec844794170b126eab0be7a4,README.rst,139,139,---------------------,sha256:fc0e1c1c3e9991d9af86ba58ff1744171469bda051b1268aa127a088fb18ff82,sha256:37c713f12b48774c77c40accfe3a6a28c25d7e763c9c5e34266261cf738713b5,source_canary/pytest_dev__pytest/README.rst,canary
v53e_0636_span_001,v53e_0636,v53d_0081_span_001,v53d_0081,python_cpython,python/cpython,8c0e2515bb0059b75e264cc5baeb27bb17337c83,Doc/README.rst,1,1,Python Documentation README,sha256:7ab945f21e8e62906f9294d13005c8f77aa9c26ced8d064a8ad16b3135578a72,sha256:cb7019df5bf42107feea8fd25305e299d6f81a4ee83630aaafd0675905d4d21b,source_canary/python__cpython/Doc/README.rst,canary
v53e_0637_span_001,v53e_0637,v53d_0082_span_001,v53d_0082,python_cpython,python/cpython,8c0e2515bb0059b75e264cc5baeb27bb17337c83,Doc/README.rst,17,17,The documentation is built with several tools which are not included in this,sha256:13c70928200eaf10e7b3fdbd2dd8fdb3347ab470e46ad6201d330b72f15a0d42,sha256:cb7019df5bf42107feea8fd25305e299d6f81a4ee83630aaafd0675905d4d21b,source_canary/python__cpython/Doc/README.rst,canary
v53e_0638_span_001,v53e_0638,v53d_0083_span_001,v53d_0083,python_cpython,python/cpython,8c0e2515bb0059b75e264cc5baeb27bb17337c83,Doc/README.rst,31,31,"To get started on Unix, you can create a virtual environment and build",sha256:6a137a7cd04e051a6c75d82c46d9bb2fee3cbd7515989c68cf063a9b8290a0cf,sha256:cb7019df5bf42107feea8fd25305e299d6f81a4ee83630aaafd0675905d4d21b,source_canary/python__cpython/Doc/README.rst,canary
v53e_0639_span_001,v53e_0639,v53d_0085_span_001,v53d_0085,python_cpython,python/cpython,8c0e2515bb0059b75e264cc5baeb27bb17337c83,Doc/README.rst,57,57,"* ""venv"", which creates a virtual environment with all necessary tools",sha256:e539ac46f274efa251b5a63b817db1f524cddfbb0ae49063a0fd7ee5afe490e1,sha256:cb7019df5bf42107feea8fd25305e299d6f81a4ee83630aaafd0675905d4d21b,source_canary/python__cpython/Doc/README.rst,canary
v53e_0640_span_001,v53e_0640,v53d_0086_span_001,v53d_0086,python_cpython,python/cpython,8c0e2515bb0059b75e264cc5baeb27bb17337c83,Doc/README.rst,70,70,convert them into a single Compiled HTML (.chm) file -- these are popular,sha256:cfd6beea756ae87c6c184f5556841597a1cdeb7c073783213c7059931554ab73,sha256:cb7019df5bf42107feea8fd25305e299d6f81a4ee83630aaafd0675905d4d21b,source_canary/python__cpython/Doc/README.rst,canary
v53e_0641_span_001,v53e_0641,v53d_0087_span_001,v53d_0087,python_cpython,python/cpython,8c0e2515bb0059b75e264cc5baeb27bb17337c83,Doc/README.rst,86,86,"broken, redirected or malformed, and outputs this information to stdout as",sha256:22ae9567fb25f764925bc93f677afd2ddb7b76d44b48563f838d6db17b751c55,sha256:cb7019df5bf42107feea8fd25305e299d6f81a4ee83630aaafd0675905d4d21b,source_canary/python__cpython/Doc/README.rst,canary
